670.5,351.5000305175781,10.988822937011719,133.63101196289062,-2.5830202102661133
183.5,491.5,42.296268463134766,483.7737731933594,-7.0074567794799805
383.5,496.5000305175781,40.195884704589844,453.2221374511719,-4.942328929901123
570.5,498.5,20.099435806274414,123.79828643798828,-6.0332536697387695
679.5,552.5,27.073692321777344,259.74798583984375,-3.975553512573242
121.50001525878906,529.5,48.507286071777344,507.2051696777344,-8.050192832946777
247.5,532.5000610351562,23.194255828857422,441.47943115234375,-7.0283966064453125
49.5000114440918,534.5000610351562,34.233970642089844,498.9329833984375,-7.025271892547607
338.5,574.5,24.07769203186035,431.868408203125,-5.988148212432861
298.5,585.5,33.24148178100586,573.3489990234375,-7.013449668884277
543.5,592.5,26.07628059387207,554.5394897460938,-4.034071922302246
477.5,606.5,42.10685348510742,539.3820190429688,-3.9342215061187744
617.5,619.5,48.091976165771484,551.7836303710938,-4.056002616882324
